mnemonic,item_code,item_name,confidentiality,item_type,description
MRRR,4086,INTERNET E-MAIL ADDRESS,N,F,Email Address of Person to be Contacted concerning the report form. MSLP: User Email Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The entity's Internet E-Mail (electronic mail) address; (e.g.; XCU@IX.NETCOM.COM). NOTE: Reported as confidential. Item is on the report form beginning March 1998. Data was not loaded to A
MRRR,6649,CONFIDENTIAL DATA INDICATOR,N,F,A one-digit code indicating confidentiality status of reported data. Code: Null = Used when items 6669; 3452; 3451; 6927; 6928; and 6929 = 1; 2; 3; or 4 for the 'BHCK' series; when item 6669 = 1; 2; 3; or 4 for he 'BHCC' and 'BHCS' series; and when items 8679; 8684; 8685; and 8686 = 1; 2; 3; or 4 for the 'FNBK' series. There are no null values reported for the 'BHAS'; 'BHCP'; and 'BHSP' series. 1 = Public - by virtue of no request for confidentiality 2 = Confidential - by virtue of a pending req
MRRR,8721,ID RSSD NUMBER OF THE TOP HOLDER,N,F,The ID RSSD of the top holder. NOTE: Reported on the following reports: FR Y-7Q (FBOQ) FR Y-11I (BHCC) FR Y-11Q (BHCS) FR Y-12A (FHMB) FFIEC 101 (AAXX)
MRRR,8901,NAME OF PERSON QUESTIONS ARE DIRECTED,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Transmitted as TEXT. NOTE: For series TEXT; reported as confidential for the reporting period 3/31/88 thru 12/31/00. ESOP8901 will be collected at the Reserve Bank. ESOP8901 will not be added to the Board FDR ESOP database tables.
MRRR,8902,AREA CODE/PHONE NUMBER OF PERSON WHOM QUESTIONS ABOUT THIS REPORT SHOULD BE DIRECTED,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Transmitted as TEXT. NOTE: For series TEXT; reported as confidential for the reporting period 3/31/88 thru 12/31/00. ESOP8902 will be collected at the Reserve Bank. ESOP8902 will not be added to the Board FDR ESOP database tables.
MRRR,9017,LEGAL NAME,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The legal name as found on the charter or formation document of the entity. Names that have articles such as 'The' or 'A' as the first word should be stored with the article at the end of the name proceeded by a comma. For branches; only the branch portion of the name is s
MRRR,9110,MAILING ADDRESS,N,F,Street address of the reporting entity. Note: In some instances the mailing address rather than the physical location is shown. Note: This is 72 characters in length. CCAM - The borrower's mailing street address. May be the same as the property address. Must include street prefixes; suffixes; and Unit Number for condos and coops. Text field. Include street prefixes; suffixes; and unit number; e.g.: 123 E Main St Apt 123 123 Highway 79 South Unit 567
MRRR,9116,FAX NUMBER,N,F,The fax number of the contact. Transmitted as TEXT. ESOP9116 will be collected at the Reserve Bank. ESOP9116 will not be added to the Board FDR ESOP database tables.
MRRR,9130,CITY/TOWN TEXT NAME,N,F,The name of the city or town in which the entity is physically located. 0 = Not applicable (individuals and pseudo entities) NOTE: For 'SURV' and 'SURH'; reported in the DB2 table from a SAS file. For 'SECF'; received from SEC on data file. For QFCS collected from survey. CCAM - The city in which the property is located. Contributors should be careful to provide the property city (not the mailing state of the borrower) CCAX - Normalized using commercial address standardization software CLCO - Th
MRRR,9191,PROCESSING DISTRICT,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The processing district indicates the Reserve Bank district that processed the data. The values are defined as follows: 01 Boston 02 New York 03 Philadelphia 04 Cleveland 05 Richmond 06 Atlanta 07 Chicago 08 St. Louis 09 Minneapolis 10 Kansas City 11 Dallas 12 San Francisc
MRRR,9200,ABBREVIATED STATE NAME,N,F,Two character state abbreviation as assigned to a state or territory. Source: FIPS 5-2. AK Alaska AL Alabama AR Arkansas AS American Samoa AZ Arizona CA California CO Colorado CT Connecticut DC Dist of Columbia DE Delaware FL Florida FM Federated States of Micronesia GA Georgia GU Guam HI Hawaii IA Iowa ID Idaho IL Illinois IN Indiana KS Kansas KY Kentucky LA Louisiana MA Massachusetts MD Maryland ME Maine MH Marshall Islands MI Michigan MN Minnesota MO Missouri MP Northern Mariana Islands MS Mi
MRRR,9220,PHYSICAL ZIP/FOREIGN MAILING CODE,N,F,The zip code or foreign mailing code of the physical location of the entity. 0 = Not applicable (individuals and pseudo entities) For 'SECF'; received from SEC on data file. CCAM/CCFL/CCHE - Nine-digit ZIP code of the property or five-digit ZIP code if nine-digit is not available. Please be sure to provide the property ZIP code (not the mailing ZIP). Five-digit or nine-digit number. Include leading zeroes WITH NO DASHES; e.g.: 00901 or 101015271 CCAX - Normalized using commercial address standar
MRRR,9224,LEGAL ENTITY IDENTIFIER,N,F,The Legal Entity Identifier (LEI) is a 20-digit alpha-numeric reference code to uniquely identify a legally distinct entity that engages in a financial transaction. The purpose for the LEI is to have a unified global identification system for legal entities across markets and jurisdictions. The LEI will be a linchpin for financial data-the first global and unique entity identifier enabling risk managers and regulators to identify parties to financial transactions instantly and precisely.
MRRR,C490,NAME OF AUTHORIZED OFFICER,N,F,Includes the name of the authorized officer signing the reports. NOTE: Reported on Contact Information for the FFIEC 031 and 041 reports. Reported as confidential for the Call Report. Added to the Y9C &amp; LP 20060930 (MDRM was TEXTC490 for 20060930 reporting period) as confidential item. C and LP began using BHCKC490 and BHCPC490; respectively on the 20061231 report. Added to FR Y-9SP 20061231 using BHSPC490 as confidential item. Added to FR Y-12A 20061231. Printed Name of Senior Officer - Add
MRRR,C491,TITLE OF AUTHORIZED OFFICER,N,F,Includes the title of the authorized officer signing the reports. NOTE: Reported on Contact Information for the FFIEC 031 and 041 reports. Reported as confidential on the Call Report.
